Kingdom,Phylum,Class,AlgalGroup,Genus,Species,Taxon,CurrentTaxon,Authority,AuthoritySource,SynonymAuthority,SynonymAuthoritySource,TaxonomicClassificationSource,GrowthHabit,HabitatType,SalinityRange
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,herzogii,Aulacoseira herzogii,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,islandica,Aulacoseira islandica,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,italica,Aulacoseira italica,None,(Ehrenberg) Simonsen,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,lirata,Aulacoseira lirata,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,pusilla,Aulacoseira pusilla,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,Aulacoseira sp.,None,Thwaites,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Bacteriastrum,delicatulum,Bacteriastrum delicatulum,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Bacterosira,bathyomphala,Bacterosira bathyomphala,None,(Cleve) Syvertsen and Hasle,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Biddulphia,biddulphiana,Biddulphia biddulphiana,None,(J.E. Smith) Boyer,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Biddulphia,laevis,Biddulphia laevis,Pleurosira laevis,Ehrenberg,www.algaebase.org,(Ehrenberg) Comp�re,www.algaebase.org,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Biddulphia,sp.,Biddulphia sp.,None,S.F. Gray,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Brockmanniella,brockmannii,Brockmanniella brockmannii,None,"(Hustedt) Hasle, Stosch and Syvertsen",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cerataulina,pelagica,Cerataulina pelagica,None,(Cleve) Hendey,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cerataulina,sp.,Cerataulina sp.,None,Peragallo ex Sch�tt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,brackish to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,affinis,Chaetoceros affinis,None,Lauder,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,borealis,Chaetoceros borealis,None,Bailey,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,brevis,Chaetoceros brevis,None,F. Sch�tt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,compressus,Chaetoceros compressus,None,Lauder,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,constrictus,Chaetoceros constrictus,None,Gran,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,contortus,Chaetoceros contortus,None,F. Sch�tt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,costatus,Chaetoceros costatus,None,Pavillard,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,curvisetus,Chaetoceros curvisetus,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,debilis,Chaetoceros debilis,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,decipiens,Chaetoceros decipiens,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,densus,Chaetoceros densus,None,(Cleve) Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,didymus,Chaetoceros didymus,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,eibenii,Chaetoceros eibenii,None,Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,elmorei,Chaetoceros elmorei,None,Boyer,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,gracilis,Chaetoceros gracilis,None,Pantocsek,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,radicans,Chaetoceros radicans,None,F. Sch�tt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,rostratus,Chaetoceros rostratus,None,Ralfs,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,septentrionalis,Chaetoceros septentrionalis,Attheya septentrionalis,�strup,www.algaebase.org,(K�tzing) R.M. Crawford,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,similis,Chaetoceros similis,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,socialis,Chaetoceros socialis,None,H.S. Lauder,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,sp.,Chaetoceros sp.,None,Ehrenberg,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,subtilis,Chaetoceros subtilis,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,teres,Chaetoceros teres,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,vanheurckii,Chaetoceros vanheurckii,None,Gran,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,vistulae,Chaetoceros vistulae,None,Apstein,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Chaetoceros,wighamii,Chaetoceros wighamii,None,Brightwell,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Corethron,hystrix,Corethron hystrix,None,Hensen,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscopsis,jonesiana,Coscinodiscopsis jonesiana,None,(Greville) E.A. Sar and I. Sunesen,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,centralis,Coscinodiscus centralis,None,Gran and Angst,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,concinnus,Coscinodiscus concinnus,None,W. Smith,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,curvatulus,Coscinodiscus curvatulus,None,Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,denarius,Coscinodiscus denarius,None,A. Schmidt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,granii,Coscinodiscus granii,None,L.F. Gough,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,marginatus,Coscinodiscus marginatus,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,oculus-iridis,Coscinodiscus oculus-iridis,None,(Ehrenberg) Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,radiatus,Coscinodiscus radiatus,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,sp.,Coscinodiscus sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,wailesii,Coscinodiscus wailesii,None,Gran and Angst,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclostephanos,dubius,Cyclostephanos dubius,None,(Hustedt) Round,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclostephanos,sp.,Cyclostephanos sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,ocellata,Cyclotella ocellata,None,,,,,,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,atomus,Cyclotella atomus,None,Hustedt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,bodanica,Cyclotella bodanica,Lindavia bodanica,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,choctawhatcheeana,Cyclotella choctawhatcheeana,None,Prasad,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,comta,Cyclotella comta,Lindavia comta,(Ehrenberg) K�tzing,www.algaebase.org,"(K�tzing) Nakov, Gullory, Julius, Theriot and Alverson",www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,distinguenda,Cyclotella distinguenda,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,gamma,Cyclotella gamma,None,Sovereign,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,glomerata,Cyclotella glomerata,Lindavia glomerata,H. Bachmann,www.algaebase.org,(H. Bachmann) Adesalu and Julius,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,meneghiniana,Cyclotella meneghiniana,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,quillensis,Cyclotella quillensis,None,L.W. Bailey,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,Cyclotella sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,stelligera,Cyclotella stelligera,Discostella stelligera,Cleve and Grunow,www.algaebase.org,(Cleve and Grunow) Houk and Klee,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,striata,Cyclotella striata,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,stylorum,Cyclotella stylorum,None,Brightwell,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cymatosira,belgica,Cymatosira belgica,None,Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,brackish
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Dactyliosolen,fragilissimus,Dactyliosolen fragilissimus,None,(Bergon) Hasle,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Detonula,confervacea,Detonula confervacea,None,(Cleve) Gran,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Detonula,pumila,Detonula pumila,None,(Castracane) Gran,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Detonula,sp.,Detonula sp.,None,F. Sch�tt ex De Toni,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Discostella,pseudostelligera,Discostella pseudostelligera,None,(Hustedt) Houk and Klee,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Discostella,sp.,Discostella sp.,None,V. Houk & R. Klee,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Discostella,stelligera,Discostella stelligera,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Ditylum,brightwellii,Ditylum brightwellii,None,(T. West) Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Ditylum,sp.,Ditylum sp.,None,J.W. Bailey,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Ellerbeckia,sp.,Ellerbeckia sp.,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Eucampia,groenlandica,Eucampia groenlandica,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Eucampia,sp.,Eucampia sp.,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Eucampia,zodiacus,Eucampia zodiacus,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Eucampia,zoodiacus,Eucampia zoodiacus,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Eunotogramma,dubium,Eunotogramma dubium,None,Hustedt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Guinardia,delicatula,Guinardia delicatula,None,(Cleve) Hasle,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Guinardia,sp.,Guinardia sp.,None,H. Peragallo,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Guinardia,striata,Guinardia striata,None,(Stolterfoth) Hasle,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Helicotheca,tamesis,Helicotheca tamesis,None,(Shrubsole) M. Ricard,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hemiaulus,hauckii,Hemiaulus hauckii,None,Grunow ex Van Heurck,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hemiaulus,sp.,Hemiaulus sp.,None,Heiberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hemidiscus,cuneiformis var. ventricosus,Hemidiscus cuneiformis var. ventricosus,Actinocyclus cuneiformis,(Castracane) Hustedt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hydrosera,sp.,Hydrosera sp.,None,Wallich,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hydrosera,triquetra,Hydrosera triquetra,None,G.C. Wallich,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Hydrosera,whampoensis,Hydrosera whampoensis,None,(A.F. Schwarz) Deby,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Isthmia,nervosa,Isthmia nervosa,None,K�tzing,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lauderia,annulata,Lauderia annulata,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lennoxia,faveolata,Lennoxia faveolata,None,H.A. Thomson and K.R. Buck,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Leptocylindrus,danicus,Leptocylindrus danicus,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Leptocylindrus,minimus,Leptocylindrus minimus,None,Gran,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Leptocylindrus,sp.,Leptocylindrus sp.,None,Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lindavia,bodanica,Lindavia bodanica,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lindavia,ocellata,Lindavia ocellata,None,,,,,,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lindavia,comta,Lindavia comta,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lindavia,sp.,Lindavia sp.,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lithodesmium,sp.,Lithodesmium sp.,None,,,,,,,,
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Lithodesmium,undulatum,Lithodesmium undulatum,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,binderana,Melosira binderana,Stephanodiscus binderanus,K�tzing,www.algaebase.org,(K�tzing) Krieger,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,distans,Melosira distans,Aulacoseira distans,(Ehrenberg) K�tzing,www.algaebase.org,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,granulata,Melosira granulata,Aulacoseira granulata,(Ehrenberg) Ralfs,www.algaebase.org,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,herzogii,Melosira herzogii,Aulacoseira herzogii,Lemmermann,www.algaebase.org,(Lemmermann) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,islandica,Melosira islandica,Aulacoseira islandica,O.F. M�ller,www.algaebase.org,(O. M�ller) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,italica,Melosira italica,Aulacoseira italica,(Ehrenberg) K�tzing,www.algaebase.org,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,lineata,Melosira lineata,None,(Dillwyn) C. Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,brackish
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,moniliformis,Melosira moniliformis,None,(O.F. M�ller) C. Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,nummuloides,Melosira nummuloides,None,C. Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,Melosira sp.,None,Agardh,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sulcata,Melosira sulcata,Paralia sulcata,(Ehrenberg) K�tzing,www.algaebase.org,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,varians,Melosira varians,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Minutocellulus,polymorphus,Minutocellulus polymorphus,None,"(Hargraves and Guillard) Hasle, Stosch and Syvertsen",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Odontella,aurita,Odontella aurita,None,(Lyngbye) C. Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Odontella,longicruris,Odontella longicruris,Hobaniella longicruris,(Greville) M.A. Hoban,www.algaebase.org,(Greville) P.A. Sims and D.M. Williams,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,marine
