Kingdom,Phylum,Class,AlgalGroup,Genus,Species,Taxon,CurrentTaxon,Authority,AuthoritySource,SynonymAuthority,SynonymAuthoritySource,TaxonomicClassificationSource,GrowthHabit,HabitatType,SalinityRange
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,pinnata,Fragilaria pinnata,Staurosirella pinnata,Ehrenberg,www.algaebase.org,(Ehrenberg) D.M. Williams and Round,Wehr and Sheath 2003,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,radians,Fragilaria radians,None,(K�tzing) D.M. Williams and Round,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,recapitellata,Fragilaria recapitellata,None,,,,,,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,rumpens,Fragilaria rumpens,None,(K�tzing) G.W.F. Carlson,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,sp.,Fragilaria sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,tenera,Fragilaria tenera,None,,,,,,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,ulna,Fragilaria ulna,Ulnaria ulna,(Nitzsch) Lange-Bertalot,www.algaebase.org,(Nitzsch) P. Comp�re,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,vaucheriae,Fragilaria vaucheriae,None,(K�tzing) J. B. Petersen,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,vaucheriae var. capitellata,Fragilaria vaucheriae var. capitellata,Fragilaria recapitellata,(Grunow) R. Ross,www.algaebase.org,H. Lange-Bertalot and D. Metzeltin,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilariforma,sp.,Fragilariforma sp.,None,D.M. Williams & Round,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,None,(O'Meara) Hudstedt,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,pseudonana,Fragilariopsis pseudonana,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,sp.,Fragilariopsis sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Frustulia,rhomboides,Frustulia rhomboides,None,(Ehrenberg) De Toni,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or terrestrial,freshwater or terrestrial
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Frustulia,sp.,Frustulia sp.,None,Rabenhorst,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Frustulia,vulgaris,Frustulia vulgaris,None,(Thwaites) De Toni,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Geissleria,decussis,Geissleria decussis,Navigeia decussis,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Geissleria,acceptata,Geissleria acceptata,None,,,,,,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Geissleria,punctifera,Geissleria punctifera,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Geissleria,sp.,Geissleria sp.,None,Lange-Bertalot & Metzeltin,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gogorevia,exilis,Gogorevia exilis,None,(K�tzing) Kulikovskiy & Kociolek,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gogorevia,sp.,Gogorevia sp.,None,"Kulikovskiy, Glushchenko, Maltsev & Kociolek",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphoneis,herculeana,Gomphoneis herculeana,None,,,,,,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphoneis,minuta,Gomphoneis minuta,None,(Stone) Kociolek and Stoermer,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphoneis,sp.,Gomphoneis sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,angustatum,Gomphonema angustatum,None,(K�tzing) Rabenhorst,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,constrictum,Gomphonema constrictum,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,herculeanum,Gomphonema herculeanum,Gomphoneis herculeana,Ehrenberg,www.algaebase.org,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,kobayasii,Gomphonema kobayasii,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,lagenula,Gomphonema lagenula,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,lowei,Gomphonema lowei,None,"Kociolek, Spaulding, Sabbe, and Vyverman",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,mexicanum,Gomphonema mexicanum,Gomphonema subclavatum var. mexicanum,Grunow,www.algaebase.org,(Grunow) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,olivaceoides var. densestriatum,Gomphonema olivaceoides var. densestriatum,None,Foged,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,olivaceum,Gomphonema olivaceum,None,(Horneman) Br�bisson,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,parvulum,Gomphonema parvulum,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphonema,sp.,Gomphonema sp.,None,Ehrenberg,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gomphosinica,sp.,Gomphosinica sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Grammatophora,marina,Grammatophora marina,None,(Lyngbye) K�tzing,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Grammatophora,sp.,Grammatophora sp.,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Grunowia,tabellaria,Grunowia tabellaria,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,acuminatum,Gyrosigma acuminatum,None,(K�tzing) Rabenhorst,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,alt.,Gyrosigma macrum alt.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,attenuatum,Gyrosigma attenuatum,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,balticum,Gyrosigma balticum,None,(Ehrenberg) Rabenhorst,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,exile,Gyrosigma exile,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,fasciola,Gyrosigma fasciola,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,fasciola var. globifera,Gyrosigma fasciola var. globifera,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,macrum,Gyrosigma macrum,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,obscurum,Gyrosigma obscurum,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,scalproides,Gyrosigma scalproides,None,(Rabenhorst) Cleve,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,sp.,Gyrosigma sp.,None,Hassall,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,spencerii,Gyrosigma spencerii,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Halamphora,latecostata,Halamphora latecostata,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Halamphora,sp.,Halamphora sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hannaea,arcus,Hannaea arcus,None,(Ehrenberg) R.M. Patrick,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hannaea,sp.,Hannaea sp.,None,R. Patrick in R. Patrick et. C. W. Reimer,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hantzschia,amphioxys,Hantzschia amphioxys,None,(Ehrenberg) Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hantzschia,sp.,Hantzschia sp.,None,Grunow,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hantzschia,virgata,Hantzschia virgata,None,(Roper) Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hippodonta,capitata,Hippodonta capitata,None,"(Ehrenberg) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hippodonta,sp.,Hippodonta sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Humidophila,contenta,Humidophila contenta,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Humidophila,sp.,Humidophila sp.,None,(Lange-Bertalot and Werum) R.L. Lowe and al.,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Hyalosira,delicatula,Hyalosira delicatula,None,K�tzing,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Karayevia,clevei,Karayevia clevei,None,(Grunow) Bukhtiyarova,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Karayevia,sp.,Karayevia sp.,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Lemnicola,hungarica,Lemnicola hungarica,None,(Grunow) F.E. Round and P.W. Basson,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Licmophora,sp.,Licmophora sp.,None,Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,unknown,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Luticola,goeppertiana,Luticola goeppertiana,None,"(Bleisch) D.G. Mann ex. J. Rarick, S. Wu, S.S. Lee and Edlund",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Luticola,mutica,Luticola mutica,None,(K�tzing) D.G. Mann,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Luticola,sp.,Luticola sp.,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Martyana,martyi,Martyana martyi,Staurosirella martyi,(H�ribaud-Joseph) Round,www.algaebase.org,(H�ribaud-Joseph) E.A. Morales and K.M. Manoylov,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Mastogloia,braunii,Mastogloia braunii,None,Grunow,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Mastogloia,sp.,Mastogloia sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Mayamaea,ingenua,Mayamaea ingenua,None,(Hustedt) Lange-Bertalot & G. Hofmann,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Mayamaea,sp.,Mayamaea sp.,None,Unknown,www.algaebase.org,Unknown,www.algaebase.org,Unknown,,,
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Membraneis,challengeri,Membraneis challengeri,None,(Grunow) Paddock,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Membraneis,sp.,Membraneis sp.,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Meridion,circulare,Meridion circulare,None,(Greville) C. Agardh,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Meridion,sp.,Meridion sp.,None,Agardh,Wehr and Sheath 2003,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Meuniera,membranacea,Meuniera membranacea,None,(Cleve) P.C. Silva,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nanofrustulum,sp.,Nanofrustulum sp.,None,"Round, Hallsteinsen and Paasche",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,amphiceropsis,Navicula amphiceropsis,None,Lange-Bertalot and Rumrich,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,antonii,Navicula antonii,None,Lange-Bertalot,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,arenaria,Navicula arenaria,None,Donkin,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,bacillum,Navicula bacillum,Sellaphora bacillum,Ehrenberg,www.algaebase.org,(Ehrenberg) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,capitatoradiata,Navicula capitatoradiata,None,Germain,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,cari,Navicula cari,None,Ehrenberg,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,caroliniae,Navicula caroliniae,None,Bahls,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,caterva,Navicula caterva,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,confervacea,Navicula confervacea,Diadesmis confervacea,(K�tzing) Grunow,www.algaebase.org,K�tzing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,cryptocephala,Navicula cryptocephala,None,K�tzing,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,cryptotenella,Navicula cryptotenella,None,Lange-Bertalot,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,cuspidata,Navicula cuspidata,Craticula cuspidata,(K�tzing) K�tzing,www.algaebase.org,(K�tzing) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,dehissa,Navicula dehissa,None,Giffen,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,directa,Navicula directa,None,(W. Smith) Br�bisson,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,distans,Navicula distans,None,(W. Smith) Br�bisson,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,eileeniae,Navicula eileeniae,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,erifuga,Navicula erifuga,None,Lange-Bertalot,www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,exigua,Navicula exigua,Placoneis exigua,(W. Gregory) Grunow,www.algaebase.org,(W. Gregory) Mereschkovsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,genestoermeri,Navicula genestoermeri,None,"A. Witkowski, H. Lange-Bertalot and Kociolek",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,germainii,Navicula germainii,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,gieniaflorentina,Navicula gieniaflorentina,None,"A. Witkowski, Lange-Bertalot, Brzeziska and Kociolek",www.algaebase.org,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish
Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,gregaria,Navicula gregaria,None,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
